Alternative,Subset,g1,g2,g3,g4,g5,Class
a3725,WHI,0.255,0.051,122,0.99048,11.3,Cl2
a3726,WHI,0.26,0.028,121,0.99254,12.1,Cl2
a3727,WHI,0.17,0.03,111,0.9902,11.3,Cl2
a3728,WHI,0.265,0.036,150,0.99299,10.8,Cl2
a3729,WHI,0.2,0.028,75,0.99012,13.5,Cl2
a3730,WHI,0.28,0.044,126,0.99293,10.3,Cl1
a3731,WHI,0.22,0.035,184,1.00022,9,Cl2
a3732,WHI,0.34,0.041,166,0.99382,11.6,Cl2
a3733,WHI,0.28,0.044,126,0.99293,10.3,Cl1
a3734,WHI,0.19,0.029,116,0.98954,12.5,Cl2
a3735,WHI,0.21,0.042,125,0.99936,8.6,Cl1
a3736,WHI,0.22,0.16,74,0.9884,13.4,Cl2
a3737,WHI,0.32,0.026,88,0.99144,12.7,Cl1
a3738,WHI,0.21,0.167,120,0.99324,9.2,Cl1
a3739,WHI,0.26,0.034,135,0.99174,10.2,Cl2
a3740,WHI,0.15,0.051,149,0.99792,9,Cl2
a3741,WHI,0.15,0.051,149,0.99792,9,Cl2
a3742,WHI,0.15,0.051,149,0.99792,9,Cl2
a3743,WHI,0.15,0.051,149,0.99792,9,Cl2
a3744,WHI,0.15,0.051,149,0.99792,9,Cl2
a3745,WHI,0.15,0.051,149,0.99792,9,Cl2
a3746,WHI,0.15,0.051,149,0.99792,9,Cl2
a3747,WHI,0.27,0.04,121,0.99043,11.9,Cl1
a3748,WHI,0.22,0.07,194,0.99654,9,Cl2
a3749,WHI,0.24,0.055,134,0.99758,9,Cl1
a3750,WHI,0.28,0.051,143,0.99374,11,Cl2
a3751,WHI,0.15,0.051,149,0.99792,9,Cl2
a3752,WHI,0.17,0.039,108,0.99243,10,Cl1
a3753,WHI,0.26,0.04,184,0.99216,10.7,Cl1
a3754,WHI,0.27,0.042,183,0.99215,10.7,Cl1
a3755,WHI,0.46,0.026,130,0.98953,13.4,Cl3
a3756,WHI,0.19,0.015,124,0.99278,11,Cl2
a3757,WHI,0.17,0.039,108,0.99243,10,Cl1
a3758,WHI,0.26,0.04,184,0.99216,10.7,Cl1
a3759,WHI,0.27,0.042,183,0.99215,10.7,Cl1
a3760,WHI,0.19,0.015,124,0.99278,11,Cl2
a3761,WHI,0.2,0.016,101,0.99186,11,Cl2
a3762,WHI,0.17,0.028,98,0.99072,11.1,Cl2
a3763,WHI,0.2,0.025,40,0.99244,10.9,Cl1
a3764,WHI,0.39,0.017,80,0.99084,11.5,Cl1
a3765,WHI,0.46,0.026,130,0.98953,13.4,Cl3
a3766,WHI,0.4,0.033,186,0.99754,9.4,Cl1
a3767,WHI,0.4,0.033,186,0.99754,9.4,Cl1
a3768,WHI,0.4,0.033,186,0.99754,9.4,Cl1
a3769,WHI,0.24,0.035,134,0.99567,10.6,Cl2
a3770,WHI,0.4,0.033,186,0.99754,9.4,Cl1
a3771,WHI,0.27,0.014,143,0.99094,12,Cl1
a3772,WHI,0.27,0.042,125,0.99532,10.2,Cl2
a3773,WHI,0.24,0.035,134,0.99567,10.6,Cl2
a3774,WHI,0.61,0.009,100,0.9874,13.5,Cl1
a3775,WHI,0.42,0.04,248,0.99794,9.7,Cl1
a3776,WHI,0.33,0.018,103,0.99122,12.2,Cl2
a3777,WHI,0.33,0.04,135,0.99226,12.3,Cl1
a3778,WHI,0.33,0.018,103,0.99122,12.2,Cl2
a3779,WHI,0.15,0.022,100,0.99099,11.4,Cl2
a3780,WHI,0.32,0.022,97,0.99134,12.7,Cl2
a3781,WHI,0.42,0.04,248,0.99794,9.7,Cl1
a3782,WHI,0.25,0.02,113,0.99338,10.8,Cl2
a3783,WHI,0.27,0.018,96,0.9938,11,Cl2
a3784,WHI,0.27,0.05,196,0.9955,9.5,Cl1
a3785,WHI,0.25,0.064,140,0.99776,10.1,Cl2
a3786,WHI,0.19,0.027,100,0.98964,13.2,Cl2
a3787,WHI,0.29,0.037,182,0.99808,8.8,Cl1
a3788,WHI,0.34,0.043,201,0.99551,9.5,Cl1
a3789,WHI,0.27,0.044,202,0.99548,9.5,Cl1
a3790,WHI,0.26,0.047,191,0.99541,9.5,Cl2
a3791,WHI,0.27,0.05,196,0.9955,9.5,Cl1
a3792,WHI,0.26,0.051,197,0.99536,9.5,Cl1
a3793,WHI,0.25,0.043,133,0.99524,10.4,Cl2
a3794,WHI,0.32,0.049,170,0.9961,9.9,Cl2
a3795,WHI,0.24,0.046,113,0.99224,10,Cl1
a3796,WHI,0.25,0.064,140,0.99776,10.1,Cl2
a3797,WHI,0.13,0.056,95,0.99702,9.4,Cl2
a3798,WHI,0.39,0.098,91,0.99657,9.3,Cl1
a3799,WHI,0.21,0.057,138,0.99176,10.9,Cl1
a3800,WHI,0.3,0.042,177,0.99166,11.4,Cl1
a3801,WHI,0.2,0.036,49,0.99242,10.3,Cl1
a3802,WHI,0.18,0.033,57,0.99109,11,Cl2
a3803,WHI,0.21,0.057,138,0.99176,10.9,Cl1
a3804,WHI,0.17,0.042,111,0.99278,10.8,Cl2
a3805,WHI,0.2,0.036,49,0.99242,10.3,Cl1
a3806,WHI,0.18,0.033,57,0.99109,11,Cl2
a3807,WHI,0.39,0.098,91,0.99657,9.3,Cl1
a3808,WHI,0.21,0.041,113,0.99358,10.2,Cl1
a3809,WHI,0.21,0.042,109,0.99358,10.2,Cl2
a3810,WHI,0.17,0.042,111,0.99278,10.8,Cl2
a3811,WHI,0.26,0.06,162,0.99705,10.5,Cl1
a3812,WHI,0.28,0.052,156,0.9912,11.1,Cl1
a3813,WHI,0.21,0.057,138,0.99176,10.9,Cl1
a3814,WHI,0.3,0.042,177,0.99166,11.4,Cl1
a3815,WHI,0.34,0.049,149,0.99677,10.3,Cl1
a3816,WHI,0.43,0.042,106,0.99172,12.9,Cl2
a3817,WHI,0.41,0.045,131,0.9953,9.9,Cl1
a3818,WHI,0.4,0.036,131,0.99186,11.3,Cl2
a3819,WHI,0.35,0.034,120,0.99188,11.5,Cl2
a3820,WHI,0.35,0.034,120,0.99188,11.5,Cl2
a3821,WHI,0.3,0.039,132,0.99158,10.7,Cl1
a3822,WHI,0.28,0.042,139,0.99522,10.4,Cl2
a3823,WHI,0.33,0.033,204,0.99176,12.5,Cl2
a3824,WHI,0.26,0.052,197,0.99558,9.5,Cl1
a3825,WHI,0.24,0.042,104,0.9911,11.3,Cl2
a3826,WHI,0.46,0.034,88,0.99016,13,Cl2
a3827,WHI,0.35,0.034,120,0.99188,11.5,Cl2
a3828,WHI,0.23,0.053,99,0.98956,11.5,Cl1
a3829,WHI,0.4,0.036,131,0.99186,11.3,Cl2
a3830,WHI,0.44,0.035,100,0.99062,13.2,Cl2
a3831,WHI,0.26,0.034,111,0.99274,11.5,Cl2
a3832,WHI,0.31,0.086,130,0.993,9.6,Cl1
a3833,WHI,0.31,0.086,130,0.993,9.6,Cl1
a3834,WHI,0.15,0.058,110,0.9978,9.7,Cl2
a3835,WHI,0.41,0.052,142,0.9946,9.2,Cl1
a3836,WHI,0.31,0.052,113,0.99429,8.4,Cl1
a3837,WHI,0.27,0.05,103,0.99002,12.4,Cl2
a3838,WHI,0.27,0.05,103,0.99002,12.4,Cl2
a3839,WHI,0.41,0.052,142,0.9946,9.2,Cl1
a3840,WHI,0.31,0.052,113,0.99429,8.4,Cl1
a3841,WHI,0.37,0.028,84,0.9909,11.7,Cl2
a3842,WHI,0.21,0.036,191,0.99294,11,Cl2
a3843,WHI,0.26,0.032,109,0.99044,11.9,Cl2
a3844,WHI,0.34,0.028,100,0.98958,13.2,Cl2
a3845,WHI,0.37,0.028,84,0.9909,11.7,Cl2
a3846,WHI,0.32,0.055,176,0.9986,9.1,Cl1
a3847,WHI,0.24,0.023,109,0.99262,12.6,Cl2
a3848,WHI,0.32,0.055,176,0.9986,9.1,Cl1
a3849,WHI,0.39,0.194,90,0.99212,10.5,Cl2
a3850,WHI,0.31,0.047,87,0.99628,10.6,Cl1
a3851,WHI,0.24,0.023,109,0.99262,12.6,Cl2
a3852,WHI,0.17,0.03,123,0.98913,13.7,Cl2
a3853,WHI,0.2,0.037,93,0.99021,12,Cl2
a3854,WHI,0.32,0.031,120,0.99198,12.5,Cl2
a3855,WHI,0.12,0.03,110,0.99226,12.1,Cl2
a3856,WHI,0.18,0.032,137,0.99159,11.3,Cl2
a3857,WHI,0.2,0.037,93,0.99021,12,Cl2
a3858,WHI,0.17,0.049,104,0.99224,10.3,Cl2
a3859,WHI,0.21,0.039,136,0.99068,12.7,Cl2
a3860,WHI,0.25,0.048,207,0.99587,9.2,Cl1
a3861,WHI,0.25,0.048,207,0.99587,9.2,Cl1
a3862,WHI,0.22,0.054,152,0.99728,9.5,Cl2
a3863,WHI,0.27,0.045,175,0.99364,10.1,Cl2
a3864,WHI,0.27,0.045,175,0.99364,10.1,Cl2
a3865,WHI,0.39,0.038,98,0.99018,13,Cl2
a3866,WHI,0.31,0.04,101,0.98968,13.1,Cl2
a3867,WHI,0.23,0.048,113,0.99178,11,Cl2
a3868,WHI,0.25,0.048,207,0.99587,9.2,Cl1
a3869,WHI,0.22,0.056,177,0.9961,9.4,Cl2
a3870,WHI,0.22,0.054,152,0.99728,9.5,Cl2
a3871,WHI,0.23,0.055,134,0.99534,10.2,Cl2
a3872,WHI,0.27,0.045,175,0.99364,10.1,Cl2
a3873,WHI,0.36,0.054,193,0.99864,8.6,Cl1
a3874,WHI,0.37,0.094,181,0.99776,9,Cl1
a3875,WHI,0.26,0.062,194,0.99545,9.6,Cl1
a3876,WHI,0.22,0.057,98,0.99299,9.9,Cl2
a3877,WHI,0.22,0.059,135,0.99665,10.5,Cl1
a3878,WHI,0.28,0.053,98,0.99069,11.4,Cl1
a3879,WHI,0.35,0.069,170,0.99692,9.4,Cl1
a3880,WHI,0.73,0.054,65,0.99324,11.1,Cl1
a3881,WHI,0.28,0.047,111,0.99896,8.9,Cl2
a3882,WHI,0.28,0.047,111,0.99896,8.9,Cl2
a3883,WHI,0.2,0.049,129,0.99226,10.8,Cl1
a3884,WHI,0.33,0.045,143,0.99226,12.2,Cl2
a3885,WHI,0.28,0.047,111,0.99896,8.9,Cl2
a3886,WHI,0.24,0.029,63,0.99076,12.5,Cl2
a3887,WHI,0.33,0.045,143,0.99226,12.2,Cl2
a3888,WHI,0.24,0.029,63,0.99076,12.5,Cl2
a3889,WHI,0.28,0.047,111,0.99896,8.9,Cl2
a3890,WHI,0.27,0.046,127,0.9951,10.8,Cl2
a3891,WHI,0.38,0.043,98,0.99234,11.4,Cl2
a3892,WHI,0.2,0.049,129,0.99226,10.8,Cl1
a3893,WHI,0.21,0.036,127,0.99368,10.6,Cl1
a3894,WHI,0.34,0.044,63,0.9937,9.2,Cl1
a3895,WHI,0.435,0.031,134,0.99151,12.2,Cl2
a3896,WHI,0.25,0.021,76,0.99021,12.3,Cl2
a3897,WHI,0.26,0.038,179,0.99479,10.4,Cl2
a3898,WHI,0.24,0.035,172,0.9954,10.4,Cl2
a3899,WHI,0.23,0.035,110,0.99176,11,Cl2
a3900,WHI,0.21,0.036,127,0.99368,10.6,Cl1
a3901,WHI,0.34,0.044,63,0.9937,9.2,Cl1
a3902,WHI,0.65,0.013,10,0.99246,13.5,Cl1
a3903,WHI,0.22,0.144,65,0.9908,11.4,Cl2
a3904,WHI,0.27,0.071,69,0.98994,11.5,Cl2
a3905,WHI,0.455,0.036,106,0.98746,14,Cl2
a3906,WHI,0.33,0.036,88,0.99028,12.5,Cl2
a3907,WHI,0.33,0.036,88,0.99028,12.5,Cl2
a3908,WHI,0.31,0.038,83,0.98867,12.8,Cl2
a3909,WHI,0.39,0.037,138,0.99174,11.2,Cl2
a3910,WHI,0.39,0.037,138,0.99174,11.2,Cl2
a3911,WHI,0.37,0.04,139,0.99021,13.6,Cl2
a3912,WHI,0.23,0.149,109,0.99304,9.2,Cl2
a3913,WHI,0.33,0.036,88,0.99028,12.5,Cl2
a3914,WHI,0.25,0.054,105,0.99154,11.1,Cl2
a3915,WHI,0.39,0.037,138,0.99174,11.2,Cl2
a3916,WHI,0.455,0.036,106,0.98746,14,Cl2
a3917,WHI,0.37,0.04,139,0.99021,13.6,Cl2
a3918,WHI,0.28,0.056,206,0.9956,9.4,Cl1
a3919,WHI,0.35,0.037,113,0.98779,14.2,Cl2
a3920,WHI,0.31,0.035,107,0.98836,13.2,Cl2
a3921,WHI,0.25,0.05,132,0.99138,11.2,Cl2
a3922,WHI,0.36,0.057,173,0.99751,10.2,Cl1
a3923,WHI,0.31,0.038,83,0.98867,12.8,Cl2
a3924,WHI,0.31,0.045,109,0.99249,10.1,Cl1
a3925,WHI,0.31,0.045,109,0.99249,10.1,Cl1
a3926,WHI,0.22,0.031,95,0.99239,10.3,Cl1
a3927,WHI,0.14,0.056,91,0.99512,9.9,Cl2
a3928,WHI,0.22,0.046,106,0.99098,11.5,Cl1
a3929,WHI,0.32,0.063,173,0.99872,9,Cl1
a3930,WHI,0.32,0.063,173,0.99872,9,Cl1
a3931,WHI,0.28,0.03,101,0.98894,12.1,Cl2
a3932,WHI,0.3,0.036,106,0.988245,13.3,Cl2
a3933,WHI,0.22,0.05,116,0.99326,11.5,Cl3
a3934,WHI,0.31,0.039,67,0.99328,11,Cl1
a3935,WHI,0.27,0.04,84,0.99222,10.7,Cl2
a3936,WHI,0.46,0.046,184,0.99898,9.4,Cl1
a3937,WHI,0.23,0.042,108,0.99486,10.3,Cl2
a3938,WHI,0.36,0.185,151,0.99528,9.3,Cl1
a3939,WHI,0.18,0.04,92,0.99062,12,Cl2
a3940,WHI,0.27,0.048,159,0.99282,11,Cl2
a3941,WHI,0.4,0.053,148,0.996,9.3,Cl1
a3942,WHI,0.345,0.068,143,0.99138,10.1,Cl1
a3943,WHI,0.23,0.053,106,0.99166,11.1,Cl2
a3944,WHI,0.2,0.046,113,0.99408,9.9,Cl2
a3945,WHI,0.27,0.048,161,0.99281,11,Cl2
a3946,WHI,0.27,0.048,159,0.99282,11,Cl2
a3947,WHI,0.3,0.042,127,0.98964,12.5,Cl2
a3948,WHI,0.3,0.042,142,0.98952,12.7,Cl2
a3949,WHI,0.14,0.045,105,0.99469,9.3,Cl1
a3950,WHI,0.4,0.053,148,0.996,9.3,Cl1
a3951,WHI,0.345,0.068,143,0.99138,10.1,Cl1
a3952,WHI,0.33,0.066,161,0.9991,8.8,Cl1
a3953,WHI,0.16,0.043,90,0.99047,11.2,Cl2
a3954,WHI,0.22,0.038,122,0.99178,10.8,Cl2
a3955,WHI,0.33,0.066,161,0.9991,8.8,Cl1
a3956,WHI,0.16,0.043,90,0.99047,11.2,Cl2
a3957,WHI,0.24,0.05,145,0.99207,10.3,Cl1
a3958,WHI,0.31,0.026,87,0.99152,12,Cl1
a3959,WHI,0.185,0.048,110,0.99438,9.5,Cl2
a3960,WHI,0.185,0.048,110,0.99438,9.5,Cl2
a3961,WHI,0.43,0.04,159,0.99622,9.8,Cl2
a3962,WHI,0.39,0.084,170,0.99773,9,Cl1
a3963,WHI,0.58,0.032,118,0.99088,13,Cl2
a3964,WHI,0.34,0.044,116,0.99108,11.8,Cl2
a3965,WHI,0.35,0.056,176.5,0.99803,8.8,Cl1
a3966,WHI,0.38,0.05,102,0.99304,11.2,Cl1
a3967,WHI,0.185,0.048,110,0.99438,9.5,Cl2
a3968,WHI,0.27,0.049,200,0.99548,9.4,Cl1
a3969,WHI,0.29,0.049,192,0.99551,9.5,Cl2
a3970,WHI,0.17,0.034,125,0.99152,10.4,Cl2
a3971,WHI,0.18,0.035,143,0.99572,9.8,Cl2
a3972,WHI,0.17,0.034,125,0.99152,10.4,Cl2
a3973,WHI,0.37,0.175,98,0.99244,10.3,Cl2
a3974,WHI,0.27,0.049,200,0.99548,9.4,Cl1
a3975,WHI,0.29,0.049,192,0.99551,9.5,Cl2
a3976,WHI,0.24,0.033,134,0.9903,11.9,Cl2
a3977,WHI,0.32,0.025,124,0.99162,12.8,Cl2
a3978,WHI,0.27,0.03,117,0.99116,13,Cl2
a3979,WHI,0.29,0.04,192,0.9922,10.4,Cl2
a3980,WHI,0.29,0.034,193,0.99223,10.4,Cl2
a3981,WHI,0.22,0.035,135,0.99481,10.7,Cl1
a3982,WHI,0.22,0.036,157,0.9928,10.7,Cl2
a3983,WHI,0.24,0.033,134,0.9903,11.9,Cl2
a3984,WHI,0.23,0.043,101,0.99429,10.4,Cl2
a3985,WHI,0.32,0.025,124,0.99162,12.8,Cl2
a3986,WHI,0.11,0.044,104,0.99454,9.9,Cl2
a3987,WHI,0.11,0.044,104,0.99454,9.9,Cl2
a3988,WHI,0.23,0.048,223,0.99863,9.4,Cl2
a3989,WHI,0.2,0.048,129,0.991,11.4,Cl2
a3990,WHI,0.11,0.044,104,0.99454,9.9,Cl2
a3991,WHI,0.23,0.048,223,0.99863,9.4,Cl2
a3992,WHI,0.2,0.06,104,0.99317,9.2,Cl1
a3993,WHI,0.19,0.041,76,0.99173,10.5,Cl2
a3994,WHI,0.28,0.048,111,0.99455,11,Cl2
a3995,WHI,0.28,0.048,111,0.99455,11,Cl2
a3996,WHI,0.37,0.038,127,0.99186,12.1,Cl1
a3997,WHI,0.28,0.048,111,0.99455,11,Cl2
a3998,WHI,0.26,0.041,144,0.98944,12.8,Cl2
a3999,WHI,0.24,0.053,120,0.9942,10.5,Cl2
a4000,WHI,0.24,0.053,120,0.9942,10.5,Cl2
a4001,WHI,0.24,0.053,120,0.9942,10.5,Cl2
a4002,WHI,0.25,0.062,122,0.99238,9.5,Cl1
a4003,WHI,0.25,0.052,94,0.99782,9.2,Cl2
a4004,WHI,0.14,0.047,117,0.99111,11.1,Cl2
a4005,WHI,0.38,0.042,112,0.99067,12.3,Cl2
a4006,WHI,0.14,0.047,117,0.99111,11.1,Cl2
a4007,WHI,0.15,0.037,51,0.98878,12.6,Cl2
a4008,WHI,0.25,0.062,122,0.99238,9.5,Cl1
a4009,WHI,0.25,0.052,94,0.99782,9.2,Cl2
a4010,WHI,0.22,0.054,152,0.9938,10.8,Cl2
a4011,WHI,0.21,0.044,122,0.99143,11.3,Cl2
a4012,WHI,0.26,0.041,144,0.98944,12.8,Cl2
a4013,WHI,0.24,0.053,120,0.9942,10.5,Cl2
a4014,WHI,0.46,0.051,171,0.99588,9.8,Cl2
a4015,WHI,0.18,0.054,183,1.00038,8.5,Cl2
a4016,WHI,0.32,0.054,97,0.99424,9.3,Cl1
a4017,WHI,0.4,0.055,151,0.99626,9.2,Cl1
a4018,WHI,0.23,0.037,115,0.99076,11.4,Cl2
a4019,WHI,0.18,0.054,183,1.00038,8.5,Cl2
a4020,WHI,0.32,0.054,97,0.99424,9.3,Cl1
a4021,WHI,0.37,0.056,91,0.99536,8.4,Cl1
a4022,WHI,0.23,0.062,100,0.99318,9.2,Cl1
a4023,WHI,0.4,0.055,151,0.99626,9.2,Cl1
a4024,WHI,0.19,0.033,151,0.99726,10.4,Cl2
a4025,WHI,0.28,0.046,147,0.99126,11.6,Cl2
a4026,WHI,0.32,0.029,94,0.98998,12.4,Cl2
a4027,WHI,0.19,0.033,151,0.99726,10.4,Cl2
a4028,WHI,0.26,0.052,176,0.99304,9.3,Cl1
a4029,WHI,0.25,0.029,81,0.9892,12.2,Cl2
a4030,WHI,0.28,0.031,139,0.99296,11,Cl2
a4031,WHI,0.19,0.023,105,0.99047,11.4,Cl1
a4032,WHI,0.29,0.06,120,0.9924,9.5,Cl1
a4033,WHI,0.27,0.034,116,0.9989,9.2,Cl1
a4034,WHI,0.26,0.021,125,0.99338,11.1,Cl2
a4035,WHI,0.27,0.034,116,0.9989,9.2,Cl1
a4036,WHI,0.2,0.032,172,0.99404,11,Cl2
a4037,WHI,0.33,0.041,177,0.99287,9.9,Cl1
a4038,WHI,0.34,0.044,176,0.99286,9.9,Cl1
a4039,WHI,0.29,0.06,120,0.9924,9.5,Cl1
a4040,WHI,1.1,0.033,109,0.99058,12.4,Cl1
a4041,WHI,0.24,0.052,185,0.9934,9.4,Cl1
a4042,WHI,0.24,0.053,149,0.99545,9.3,Cl1
a4043,WHI,0.16,0.05,135,0.9984,8.7,Cl2
a4044,WHI,0.16,0.05,135,0.9984,8.7,Cl2
a4045,WHI,0.16,0.05,135,0.9984,8.7,Cl2
a4046,WHI,0.16,0.05,135,0.9984,8.7,Cl2
a4047,WHI,0.17,0.05,154,0.99971,9,Cl2
a4048,WHI,0.19,0.038,118,0.99546,10.7,Cl2
a4049,WHI,0.19,0.038,118,0.99546,10.7,Cl2
a4050,WHI,0.16,0.034,98,0.99058,11.3,Cl2
a4051,WHI,0.16,0.05,135,0.9984,8.7,Cl2
a4052,WHI,0.3,0.028,97,0.99314,11.7,Cl2
a4053,WHI,0.24,0.053,149,0.99545,9.3,Cl1
a4054,WHI,0.16,0.05,135,0.9984,8.7,Cl2
a4055,WHI,0.17,0.05,154,0.99971,9,Cl2
a4056,WHI,0.3,0.028,97,0.99314,11.7,Cl2
a4057,WHI,0.43,0.032,131,0.99565,10.7,Cl1
a4058,WHI,0.17,0.036,110,0.99056,11.4,Cl2
a4059,WHI,0.19,0.038,118,0.99546,10.7,Cl2
a4060,WHI,0.16,0.034,98,0.99058,11.3,Cl2
a4061,WHI,0.41,0.048,70,0.99362,10,Cl1
a4062,WHI,0.41,0.048,70,0.99362,10,Cl1
a4063,WHI,0.36,0.036,119,0.99196,11.2,Cl2
a4064,WHI,0.17,0.09,130,0.99255,9.7,Cl1
a4065,WHI,0.28,0.032,85,0.99027,12.5,Cl1
a4066,WHI,0.5,0.029,110,0.99302,12.9,Cl3
a4067,WHI,0.44,0.057,160,0.99257,11.8,Cl2
a4068,WHI,0.38,0.062,166,0.99506,10.6,Cl1
a4069,WHI,0.44,0.057,160,0.99257,11.8,Cl2
a4070,WHI,0.24,0.049,133,0.9952,10.7,Cl2
a4071,WHI,0.28,0.048,162,0.99498,9.9,Cl1
a4072,WHI,0.26,0.048,76,0.9903,12,Cl2
a4073,WHI,0.16,0.043,163,0.99706,10.4,Cl2
a4074,WHI,0.36,0.054,107,0.99398,8.5,Cl1
a4075,WHI,0.35,0.06,82,0.99588,9.9,Cl1
a4076,WHI,0.25,0.049,120,0.99691,9.4,Cl2
a4077,WHI,0.37,0.05,134,0.99608,10.4,Cl1
a4078,WHI,0.25,0.044,108,0.99142,11,Cl2
a4079,WHI,0.23,0.044,110,0.99138,11,Cl2
a4080,WHI,0.265,0.052,91,0.99432,10.4,Cl2
a4081,WHI,0.25,0.05,116,0.99592,9.8,Cl2
a4082,WHI,0.25,0.049,106,0.99691,9.4,Cl2
a4083,WHI,0.23,0.046,142,0.99432,10.6,Cl2
a4084,WHI,0.3,0.052,185,0.99266,10.1,Cl1
a4085,WHI,0.33,0.048,96,0.99456,11.5,Cl3
a4086,WHI,0.26,0.048,73,0.9915,11.4,Cl2
a4087,WHI,0.2,0.058,93,0.99322,9.2,Cl2
a4088,WHI,0.21,0.059,101,0.9927,9.7,Cl2
a4089,WHI,0.25,0.047,79,0.99173,11.3,Cl2
a4090,WHI,0.27,0.098,127,0.99412,9.6,Cl2
a4091,WHI,0.24,0.07,179,0.99666,8.9,Cl2
a4092,WHI,0.14,0.057,82,0.99425,10,Cl2
a4093,WHI,0.5,0.059,112,0.99314,9.2,Cl2
a4094,WHI,0.41,0.11,103,0.99672,9,Cl2
a4095,WHI,0.25,0.03,98,0.99024,12.8,Cl2
a4096,WHI,0.41,0.11,103,0.99672,9,Cl2
a4097,WHI,0.25,0.054,136,0.99366,9.5,Cl1
a4098,WHI,0.14,0.057,82,0.99425,10,Cl2
a4099,WHI,0.21,0.046,140,0.99299,11,Cl1
a4100,WHI,0.5,0.059,112,0.99314,9.2,Cl2
a4101,WHI,0.29,0.037,99,0.99528,10.6,Cl2
a4102,WHI,0.37,0.057,166,0.99568,10,Cl1
a4103,WHI,0.37,0.057,166,0.99568,10,Cl1
a4104,WHI,0.31,0.03,86,0.99062,11.7,Cl2
a4105,WHI,0.45,0.035,80,0.99058,12.5,Cl2
a4106,WHI,0.3,0.039,122,0.99059,11.1,Cl2
a4107,WHI,0.23,0.041,141,0.99119,9.7,Cl1
a4108,WHI,0.3,0.037,150,0.99727,12.3,Cl2
a4109,WHI,0.28,0.035,105,0.99021,12.2,Cl2
a4110,WHI,0.255,0.043,153,0.99238,11.3,Cl2
a4111,WHI,0.4,0.053,193,0.99164,11.6,Cl1
a4112,WHI,0.21,0.04,75,0.99006,11.3,Cl2
a4113,WHI,0.2,0.041,95,0.99078,11.1,Cl2
a4114,WHI,0.17,0.041,92,0.99036,11.2,Cl2
a4115,WHI,0.21,0.046,107,0.99123,11.3,Cl2
a4116,WHI,0.26,0.041,94,0.98978,12,Cl2
a4117,WHI,0.35,0.069,158,0.99908,8.8,Cl2
a4118,WHI,0.35,0.069,158,0.99908,8.8,Cl2
a4119,WHI,0.43,0.046,143,0.99022,12,Cl3
a4120,WHI,0.4,0.046,147,0.99024,12,Cl2
a4121,WHI,0.28,0.049,122,0.9973,9,Cl1
a4122,WHI,0.23,0.054,151,0.99853,9.3,Cl2
a4123,WHI,0.34,0.059,171,0.99769,8.7,Cl2
a4124,WHI,0.44,0.095,75,0.98954,12.8,Cl2
a4125,WHI,0.13,0.052,72,0.98974,11.5,Cl2
a4126,WHI,0.17,0.048,147,0.99382,10,Cl1
a4127,WHI,0.18,0.047,147,0.99383,10,Cl1
a4128,WHI,0.31,0.059,215,0.99538,10.3,Cl1
a4129,WHI,0.33,0.054,227,0.99734,10.4,Cl1
a4130,WHI,0.34,0.02,68,0.98981,13.4,Cl2
a4131,WHI,0.29,0.032,130,0.99095,11.2,Cl2
a4132,WHI,0.31,0.048,206,0.9964,9.1,Cl1
a4133,WHI,0.31,0.048,206,0.9964,9.1,Cl1
a4134,WHI,0.25,0.04,120,0.99411,10.8,Cl2
a4135,WHI,0.27,0.038,89,0.9915,12.5,Cl2
a4136,WHI,0.26,0.046,132,0.99234,11.3,Cl1
a4137,WHI,0.65,0.035,128,0.99016,12.8,Cl2
a4138,WHI,0.31,0.048,206,0.9964,9.1,Cl1
a4139,WHI,0.23,0.041,72,0.98949,12.7,Cl2
a4140,WHI,0.18,0.054,143,0.99287,11,Cl2
a4141,WHI,0.28,0.052,149,0.99544,10.4,Cl2
a4142,WHI,0.28,0.052,149,0.99544,10.4,Cl2
a4143,WHI,0.27,0.051,136,0.9941,10.7,Cl2
a4144,WHI,0.25,0.055,131,0.994,10.9,Cl2
a4145,WHI,0.28,0.052,149,0.99544,10.4,Cl2
a4146,WHI,0.26,0.052,160,0.99546,10.4,Cl2
a4147,WHI,0.13,0.064,115.5,0.99737,9.7,Cl2
a4148,WHI,0.18,0.054,143,0.99287,11,Cl2
a4149,WHI,0.2,0.055,120,0.99767,9.6,Cl2
a4150,WHI,0.24,0.038,76,0.98711,13.9,Cl2
a4151,WHI,0.48,0.046,194,0.99714,9.4,Cl1
a4152,WHI,0.26,0.032,193,0.99134,12.5,Cl2
a4153,WHI,0.2,0.055,120,0.99767,9.6,Cl2
a4154,WHI,0.3,0.049,187,0.9927,9.5,Cl1
a4155,WHI,0.32,0.048,186,0.9948,9.6,Cl1
a4156,WHI,0.3,0.049,187,0.9927,9.5,Cl1
a4157,WHI,0.34,0.047,186,0.99481,9.6,Cl1
a4158,WHI,0.16,0.056,168,0.99825,8.7,Cl2
a4159,WHI,0.16,0.056,168,0.99825,8.7,Cl2
a4160,WHI,0.16,0.056,168,0.99825,8.7,Cl2
a4161,WHI,0.16,0.056,168,0.99825,8.7,Cl2
a4162,WHI,0.16,0.056,168,0.99825,8.7,Cl2
a4163,WHI,0.16,0.056,168,0.99825,8.7,Cl2
a4164,WHI,0.26,0.061,120,0.99192,10.4,Cl1
a4165,WHI,0.31,0.063,119,0.99184,10.7,Cl1
